0.000000	524.134399
0.250000	522.914917
0.500000	521.695435
0.750000	520.475952
1.000000	519.256470
1.250000	518.036987
1.500000	516.817505
1.750000	515.598022
2.000000	514.378540
2.250000	513.159058
2.500000	511.939545
2.750000	510.720032
3.000000	509.500519
3.250000	508.281006
3.500000	507.061493
3.750000	505.841980
4.000000	504.622467
4.250000	503.402954
4.500000	502.183441
4.750000	500.963928
5.000000	499.744415
5.250000	498.524902
5.500000	497.305389
5.750000	496.085876
6.000000	494.866364
6.250000	493.646851
6.500000	492.427338
6.750000	491.207825
7.000000	489.988312
7.250000	488.768799
7.500000	487.549286
7.750000	486.329773
8.000000	485.110260
8.250000	483.890747
8.500000	482.671234
8.750000	481.451721
9.000000	480.232208
9.250000	479.012695
9.500000	477.793182
9.750000	476.573669
10.000000	475.354156
10.250000	474.704803
10.500000	474.055450
10.750000	473.406097
11.000000	472.756744
11.250000	472.107391
11.500000	471.458038
11.750000	470.808685
12.000000	470.159332
12.250000	469.509979
12.500000	468.860626
12.750000	468.211273
13.000000	467.561920
13.250000	466.912567
13.500000	466.263214
13.750000	465.613861
14.000000	464.964508
14.250000	464.315155
14.500000	463.665802
14.750000	463.016449
15.000000	462.367096
15.250000	461.717743
15.500000	461.068390
15.750000	460.419037
16.000000	459.769684
16.250000	459.120331
16.500000	458.470978
16.750000	457.821625
17.000000	457.172272
17.250000	456.522919
17.500000	455.873566
17.750000	455.224213
18.000000	454.574860
18.250000	453.925507
18.500000	453.276154
18.750000	452.626801
19.000000	451.977448
19.250000	451.328094
19.500000	450.678741
19.750000	450.029388
20.000000	449.380035
20.250000	448.730682
20.500000	448.081329
20.750000	447.431976
21.000000	446.782623
21.250000	446.133270
21.500000	445.483917
21.750000	444.834564
22.000000	444.185211
22.250000	443.535858
22.500000	442.886505
22.750000	442.237152
23.000000	441.587799
23.250000	440.938446
23.500000	440.289093
23.750000	439.639740
24.000000	438.990387
24.250000	438.341034
24.500000	437.691681
24.750000	437.042328
25.000000	436.392975
25.250000	435.743622
25.500000	435.094269
25.750000	434.444916
26.000000	433.795563
26.250000	433.146210
26.500000	432.496857
26.750000	431.847504
27.000000	431.198151
27.250000	430.548798
27.500000	429.899445
27.750000	429.250092
28.000000	428.600739
28.250000	427.951385
28.500000	427.302032
28.750000	426.652679
29.000000	426.003326
29.250000	425.353973
29.500000	424.704620
29.750000	424.055267
30.000000	423.405914
30.250000	418.425842
30.500000	413.445770
30.750000	408.465698
31.000000	403.485626
31.250000	398.505554
31.500000	393.525482
31.750000	388.545410
32.000000	383.565338
32.250000	378.585266
32.500000	373.605194
32.750000	368.625122
33.000000	363.645050
33.250000	358.664978
33.500000	353.684906
33.750000	348.704834
34.000000	343.724762
34.250000	338.744690
34.500000	333.764618
34.750000	328.784546
35.000000	323.804474
35.250000	318.824402
35.500000	313.844330
35.750000	308.864258
36.000000	303.884186
36.250000	298.904114
36.500000	293.924042
36.750000	288.943970
37.000000	283.963898
37.250000	278.983826
37.500000	274.003754
37.750000	269.023682
38.000000	264.043610
38.250000	259.063538
38.500000	254.083466
38.750000	249.103394
39.000000	244.123322
39.250000	239.143250
39.500000	234.163177
39.750000	229.183105
40.000000	224.203033
40.250000	219.222961
40.500000	214.242889
40.750000	209.262817
41.000000	204.282745
41.250000	199.302673
41.500000	194.322601
41.750000	189.342529
42.000000	184.362457
42.250000	179.382385
42.500000	174.402313
42.750000	169.422241
43.000000	164.442169
43.250000	159.462097
43.500000	154.482025
43.750000	149.501953
44.000000	144.521881
44.250000	139.541809
44.500000	134.561737
44.750000	129.581665
45.000000	124.601593
45.250000	119.621513
45.500000	114.641434
45.750000	109.661354
46.000000	104.681274
46.250000	99.701195
46.500000	94.721115
46.750000	89.741035
47.000000	84.760956
47.250000	79.780876
47.500000	74.800797
47.750000	69.820717
48.000000	64.840637
48.250000	59.860558
48.500000	54.880478
48.750000	49.900398
49.000000	44.920319
49.250000	39.940239
49.500000	34.960159
49.750000	29.980080
50.000000	25.000000
